A_YEAR,C_COW_ALPHA,C_ISO3_C,D_INTERVIEW,Q112,Q113,Q114,Q115,Q116,Q117,...1,Country Name,GDP,FDI,GDPgr,Oilrents,Taxrevenue,ControlCorruption,CPIA,log GDP
2020,CAN,CAN,124070003,7,2,2,1,1,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070004,10,2,3,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070005,7,1,1,1,1,1,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070006,4,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070008,6,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070009,3,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070010,9,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070011,5,2,2,2,2,1,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070012,8,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070013,5,3,4,3,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070014,5,2,3,2,2,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070015,4,2,3,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070016,4,2,2,2,1,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070017,8,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070018,6,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070019,7,3,3,3,3,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070020,6,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070021,8,2,1,2,3,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070022,8,3,3,2,2,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070023,8,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070024,7,3,3,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070025,7,2,2,1,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070026,5,3,3,3,3,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070027,5,3,3,3,3,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070028,7,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070029,8,3,2,2,2,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070030,4,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070031,7,2,3,2,2,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070032,6,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070033,10,4,3,4,4,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070034,8,2,3,2,1,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070035,10,4,3,3,2,4,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070036,6,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070037,6,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070038,7,3,3,2,3,1,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070039,7,1,2,3,2,1,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070040,5,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070041,5,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070042,5,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070043,6,1,2,1,2,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070045,5,3,3,3,3,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070046,7,3,2,3,3,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070047,8,3,3,3,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070048,10,3,3,3,2,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070049,5,2,3,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070050,5,3,3,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070051,7,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070053,4,2,3,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070054,6,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070055,5,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070056,7,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070057,9,1,2,1,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070058,2,2,2,1,1,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070059,7,2,3,2,2,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070060,5,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070061,5,2,3,2,3,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070062,10,3,3,3,3,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070063,2,1,1,1,1,1,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070064,5,2,4,3,2,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070066,5,2,3,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070067,8,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070068,8,3,3,2,2,1,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070069,5,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070070,9,3,2,3,3,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070071,9,3,3,3,3,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070072,8,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070073,7,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070074,7,2,3,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070100,10,3,3,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070101,7,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070102,9,3,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070104,7,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070106,5,3,2,3,3,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070108,5,2,2,2,2,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070109,6,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070111,9,1,3,1,2,4,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070112,7,3,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070113,6,1,3,1,1,1,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070114,5,2,2,1,1,1,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070115,9,3,2,2,3,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070117,8,4,2,1,2,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070119,3,1,2,2,2,1,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070120,7,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070121,5,1,1,1,1,1,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070122,7,1,1,1,1,1,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070123,8,2,3,2,2,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070125,4,2,3,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070126,10,3,3,2,3,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070127,2,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070128,8,3,3,3,3,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070129,4,3,2,2,3,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070130,2,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070131,5,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070132,6,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070133,6,2,3,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070134,9,4,3,4,4,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070136,7,3,2,2,2,3,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070137,4,2,3,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070138,3,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070139,3,3,3,3,3,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070140,2,3,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070141,8,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070142,8,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070143,7,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070144,9,3,3,3,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070145,8,2,2,2,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
2020,CAN,CAN,124070146,6,2,3,1,2,2,817,Canada,1655680000000,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..,28.135232916504
